ID,YEAR,SITE,FIELD,FARM,YIELD,FSIZE,WDEPT,IRRI,DARI,MOW1,MOW2,VEG1,VEG2,CFERT,HRBF,HRBL,INSE.A,INSE,ROTA,FLOD,PLNTA,PLNTR,SPIDR,DRGNF,CLPTR,FROGR,PLPHY,HYLA,TADPL,LOACH,EFPLT,EFSPI,EFDRG,EFCLP,EFFRG,EFTRP
684,3,YA,YAT06,1,360,2950,10,44,21,5,25,0.073333333,0.005377778,0,3,0,0,0,0,0,NA,NA,NA,0,5,2,1,4,1,0,NA,NA,160,20,160,8
685,3,YA,YAT07,1,360,2910,10,44,21,5,25,0.096666667,0.009344444,0,3,0,0,0,0,0,NA,NA,16,0,5,2,1,2,1,0,NA,80,160,20,160,8
686,3,YA,YAT08,1,480,5760,10,38,17,5,25,0.173611111,0.030140818,9.88,3,0,0,0,0,0,NA,NA,NA,0,12,1,0,4,NA,NA,NA,NA,160,20,160,NA
687,1,GN,GNK01,0,570,2920,25,34,17,3,9,NA,NA,0.24,4,0,1,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
688,1,GN,GNK02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
689,1,GN,GNK03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
690,1,GN,GNK04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
691,1,GN,GNK05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
692,1,GN,GNK06,0,504,2900,22,30,22,3,9,NA,NA,0.24,5,0,1,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
693,1,GN,GNK07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
694,1,GN,GNK08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
695,1,GN,GNK09,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
696,1,GN,GNK10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
697,1,GN,GNT11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
698,1,GN,GNT12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
699,1,GN,GNT14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
700,1,GN,GNT17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
701,1,GN,GNT18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
702,1,GN,GNT19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
703,1,GN,GNT20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
704,1,GN,GNY13,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
705,1,GN,GNY15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
706,1,GN,GNY16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
707,1,IZ,IZK01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
708,1,IZ,IZK02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
709,1,IZ,IZK03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
710,1,IZ,IZK04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
711,1,IZ,IZK05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
712,1,IZ,IZK06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
713,1,IZ,IZK07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
714,1,IZ,IZK08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
715,1,IZ,IZK09,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
716,1,IZ,IZK10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
717,1,IZ,IZT11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
718,1,IZ,IZT12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
719,1,IZ,IZT13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
720,1,IZ,IZT14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
721,1,IZ,IZT15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
722,1,IZ,IZT16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
723,1,IZ,IZT17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
724,1,IZ,IZT18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
725,1,IZ,IZT19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
726,1,IZ,IZT20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
727,1,NT,NTK01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
728,1,NT,NTK02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
729,1,NT,NTK03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
730,1,NT,NTK04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
731,1,NT,NTK05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
732,1,NT,NTK06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
733,1,NT,NTK07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
734,1,NT,NTK08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
735,1,NT,NTK09,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
736,1,NT,NTK10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
737,1,NT,NTT19,1,444,3020,8,NA,36,3,9,NA,NA,0,2,0,1,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
738,1,NT,NTY11,2,380,3190,20,41,31,4,16,NA,NA,0,0,0,0,0,0,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
739,1,NT,NTY12,2,380,3070,16,41,31,4,16,NA,NA,0,0,0,0,0,0,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
740,1,NT,NTY13,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
741,1,NT,NTY14,2,380,2000,16,42,31,4,16,NA,NA,0,0,0,0,0,0,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
742,1,NT,NTY15,2,380,3080,15,42,31,4,16,NA,NA,0,0,0,0,0,0,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
743,1,NT,NTY16,2,380,3830,16,42,31,4,16,NA,NA,0,0,0,0,0,0,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
744,1,NT,NTY17,2,380,1500,20,42,31,4,16,NA,NA,0,0,0,0,0,0,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
745,1,NT,NTY18,2,330,3080,8,36,36,3,9,NA,NA,0,0,0,0,0,0,1,5,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
746,1,NT,NTY20,2,162,3110,8,40,36,3,9,NA,NA,0,0,0,0,0,0,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
747,1,YF,YFK01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
748,1,YF,YFK02,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
749,1,YF,YFK03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
750,1,YF,YFK04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
751,1,YF,YFK05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
752,1,YF,YFK06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
753,1,YF,YFK07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
754,1,YF,YFK08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
755,1,YF,YFK09,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
756,1,YF,YFK10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
757,1,YF,YFT14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
758,1,YF,YFT15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
759,1,YF,YFT16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
760,1,YF,YFT17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
761,1,YF,YFT18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
762,1,YF,YFT19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
763,1,YF,YFY11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
764,1,YF,YFY12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
765,1,YF,YFY13,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
766,1,YF,YFY20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
767,2,GN,GNK02,0,480,1300,12,NA,44,3,9,NA,NA,3.84,NA,2,1,1,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
768,2,GN,GNK06,0,512,2900,10,45,28,3,9,NA,NA,0,3,0,1,1,0,0,2,1,NA,NA,0,NA,NA,NA,NA,NA,3,NA,NA,14,NA,NA
769,2,GN,GNK09,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
770,2,GN,GNK21,0,504,1890,15,37,20,3,9,0.292,0.085264,1.74,5,0,NA,NA,0,0,0,0,13,3,11,2,66,1,17,0,3,80,80,14,160,10
771,2,GN,GNK22,0,NA,NA,NA,NA,NA,NA,NA,0.194,0.037636,NA,NA,NA,NA,NA,NA,NA,0,0,10,7,0,2,32,3,1,11,3,80,80,14,160,10
772,2,GN,GNK23,0,510,3000,10,34,20,3,9,NA,NA,5.58,5,0,1,1,0,0,2,0,NA,NA,4,NA,NA,NA,NA,NA,3,NA,NA,14,NA,NA
773,2,GN,GNK24,0,NA,2890,10,NA,21,3,9,0.068571429,0.004702041,10.86,2,0,NA,NA,0,0,2,1,9,11,3,2,30,3,3,1,3,80,80,14,160,10
774,2,GN,GNK25,0,NA,2940,10,NA,21,3,9,0.0325,0.00105625,5.58,2,0,NA,NA,0,0,2,1,7,28,2,2,10,4,2,0,3,80,80,14,160,10
775,2,GN,GNK26,0,NA,3230,20,NA,21,3,9,NA,NA,5.58,2,0,NA,NA,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
776,2,GN,GNK27,0,480,2900,12,NA,44,3,9,NA,NA,3.84,NA,2,1,1,0,0,1,0,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,14,NA,NA
777,2,GN,GNT11,1,420,1650,13,19,45,3,9,0.144375,0.020844141,0,0,0,0,0,0,1,5,3,16,0,8,2,55,4,12,4,3,80,80,14,160,10
778,2,GN,GNT28,1,420,1880,12,19,49,3,9,NA,NA,0,0,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
779,2,GN,GNT30,1,420,4790,12,19,45,3,9,NA,NA,0,0,0,0,0,0,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
780,2,GN,GNT32,1,360,900,NA,40,42,3,9,NA,NA,0,0,0,0,0,0,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
781,2,GN,GNT34,1,420,1910,20,19,39,3,9,0.1575,0.02480625,0,0,0,0,0,0,1,1,1,4,1,24,2,14,2,2,0,3,80,80,14,160,10
782,2,GN,GNT35,1,420,3030,20,19,39,5,25,NA,NA,0,0,0,0,0,0,1,2,1,NA,NA,26,NA,NA,NA,NA,NA,3,NA,NA,14,NA,NA
783,2,GN,GNY29,2,420,1520,12,19,45,3,9,NA,NA,0,0,0,0,0,0,1,1,1,NA,NA,13,NA,NA,NA,NA,NA,3,NA,NA,14,NA,NA
784,2,GN,GNY31,2,490,2900,13,39,45,3,9,0.212307692,0.045074556,0,0,0,0,0,0,NA,5,3,9,3,15,2,16,14,6,1,3,80,80,14,160,10
785,2,GN,GNY33,2,390,1900,13,19,43,3,9,0.102,0.010404,0,0,0,0,0,0,0,2,1,20,2,5,2,13,3,9,0,3,80,80,14,160,10
786,2,GN,GNY36,2,480,1950,15,NA,29,5,25,NA,NA,0,0,0,0,0,0,1,2,1,NA,NA,9,NA,NA,NA,NA,NA,3,NA,NA,14,NA,NA
787,2,ME,MEK01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,9,NA,NA,NA,NA,NA,3,NA,NA,14,NA,NA
788,2,ME,MEK02,0,NA,NA,NA,NA,NA,NA,NA,0.1475,0.02175625,NA,NA,NA,NA,NA,NA,NA,1,0,18,0,10,3,2,3,122,0,3,80,80,14,160,10
789,2,ME,MEK03,0,786,1460,5,32,9,3,9,NA,NA,7.86,6,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
790,2,ME,MEK04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,4,NA,NA,NA,NA,NA,3,NA,NA,14,NA,NA
791,2,ME,MEK05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,8,NA,NA,NA,NA,NA,3,NA,NA,14,NA,NA
792,2,ME,MEK06,0,540,3000,7,NA,21,NA,NA,0.13625,0.018564063,0.24,3,1,NA,NA,0,NA,2,2,17,0,2,2,12,2,201,0,3,80,80,14,160,10
793,2,ME,MEK07,0,NA,NA,NA,NA,NA,NA,NA,0.05,0.0025,NA,NA,NA,NA,NA,NA,NA,0,0,36,13,1,2,9,2,35,1,3,80,80,14,160,10
794,2,ME,MEK08,0,NA,NA,NA,NA,NA,NA,NA,0.105,0.011025,NA,NA,NA,NA,NA,NA,NA,0,0,22,1,7,1,15,0,52,0,3,80,80,14,160,10
795,2,ME,MEK09,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
796,2,ME,MEK10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
797,2,ME,MET11,1,360,2800,NA,29,39,4,16,NA,NA,0,3,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
798,2,ME,MET12,1,360,2700,NA,29,39,4,16,NA,NA,0,3,0,0,0,0,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
799,2,ME,MET13,1,360,1750,NA,29,39,4,16,0.095,0.009025,0,3,0,0,0,0,1,2,1,45,280,0,2,8,1,21,3,3,80,80,14,160,10
800,2,ME,MET14,1,360,1400,NA,29,39,4,16,NA,NA,0,3,0,0,0,0,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
801,2,ME,MET16,1,360,3000,8,29,39,4,16,NA,NA,0,3,0,0,0,0,1,0,0,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,14,NA,NA
802,2,ME,MET18,1,360,2600,NA,29,39,4,16,NA,NA,0,3,0,0,0,0,1,1,0,NA,NA,16,NA,NA,NA,NA,NA,3,NA,NA,14,NA,NA
803,2,ME,MET19,1,360,2500,NA,29,39,4,16,NA,NA,0,3,0,0,0,0,1,5,2,NA,NA,12,NA,NA,NA,NA,NA,3,NA,NA,14,NA,NA
804,2,ME,MEY15,2,360,3500,NA,29,39,4,16,0.118571429,0.014059184,0,0,0,0,0,0,1,4,1,38,7,32,2,4,1,25,1,3,80,80,14,160,10
805,2,ME,MEY17,2,360,2700,NA,29,39,4,16,0.09,0.0081,0,0,0,0,0,0,1,4,1,37,27,37,2,11,4,17,0,3,80,80,14,160,10
806,2,ME,MEY20,2,360,1250,15,29,39,4,16,0.144166667,0.020784028,0,0,0,0,0,0,1,3,2,59,1,11,2,32,2,64,0,3,80,80,14,160,10
807,2,NT,NTK07,0,NA,1930,NA,54,29,4,16,NA,NA,7.32,3,0,1,1,0,0,1,0,9,3,25,2,5,5,1,0,3,80,80,14,160,10
808,2,NT,NTK08,0,NA,2310,NA,54,29,4,16,0.268,0.071824,7.32,3,0,1,1,0,0,0,0,18,0,39,3,3,2,0,0,3,80,80,14,160,10
809,2,NT,NTK09,0,NA,2090,NA,54,29,4,16,0.186,0.034596,7.32,3,0,1,1,0,0,2,1,12,0,18,2,3,2,0,6,3,80,80,14,160,10
810,2,NT,NTK10,0,NA,1700,NA,54,29,4,16,NA,NA,7.32,3,0,1,1,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
811,2,NT,NTK21,0,NA,1730,NA,54,29,4,16,0.177777778,0.031604938,7.32,3,0,1,1,0,0,2,0,8,2,11,3,8,4,0,0,3,80,80,14,160,10
812,2,NT,NTK22,0,NA,3100,NA,38,16,5,25,NA,NA,0,NA,0,0,0,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
813,2,NT,NTK23,0,NA,3030,NA,54,29,4,16,NA,NA,7.32,3,0,1,1,0,0,3,1,NA,NA,52,NA,NA,NA,NA,NA,3,NA,NA,14,NA,NA
814,2,NT,NTK24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
815,2,NT,NTK25,0,NA,1700,NA,38,16,5,25,NA,NA,NA,3,0,0,0,0,0,1,1,NA,NA,2,NA,NA,NA,NA,NA,3,NA,NA,14,NA,NA
816,2,NT,NTK26,0,NA,3600,NA,38,16,5,25,NA,NA,0,NA,0,0,0,0,0,1,0,NA,NA,6,NA,NA,NA,NA,NA,3,NA,NA,14,NA,NA
817,2,NT,NTY27,2,338,3000,10,NA,33,4,16,0.12875,0.016576563,0,0,0,0,0,0,1,3,2,30,37,4,2,5,4,11,0,3,80,80,14,160,10
818,2,NT,NTY28,2,338,1440,10,NA,33,4,16,NA,NA,0,0,0,0,0,0,1,6,3,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,14,NA,NA
819,2,NT,NTY29,2,NA,1400,NA,NA,33,4,16,0.161111111,0.02595679,0,0,0,0,0,NA,1,6,2,31,67,0,3,1,13,0,0,3,80,80,14,160,10
820,2,NT,NTY30,2,338,589,10,NA,33,4,16,NA,NA,0,0,0,0,0,0,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
